cf_id,contact_id,company_name,description,goal,pledged,outcome,backers_count,country,currency,launched_date,end_date,category_id,subcategory_id
879,2651,Cook LLC,Up-sized dynamic throughput,3700.0,2538.0,failed,24,US,USD,2021-02-24,2021-09-04,cat4,subcat4
3062,1409,Sutton PLC,Mandatory reciprocal superstructure,8400.0,3188.0,failed,86,IT,EUR,2020-07-25,2021-05-11,cat4,subcat4
611,3717,"Long, Morgan and Mitchell",Upgradable 4thgeneration productivity,42600.0,8517.0,failed,243,US,USD,2020-11-07,2021-06-16,cat2,subcat2
3195,3963,"Calhoun, Rogers and Long",Progressive discrete hub,6600.0,3012.0,failed,65,US,USD,2020-04-25,2021-03-22,cat2,subcat8
1221,2152,Sandoval Group,Assimilated multi-tasking archive,7100.0,8716.0,successful,126,US,USD,2021-08-30,2021-09-21,cat2,subcat17
2536,2974,Smith and Sons,Upgradable high-level solution,15800.0,57157.0,successful,524,US,USD,2021-02-02,2021-12-15,cat2,subcat6
1834,1268,King Inc,Organic bandwidth-monitored frame,8200.0,5178.0,failed,100,DK,DKK,2020-08-06,2021-08-30,cat3,subcat9
593,1822,Perry and Sons,Business-focused logistical framework,54700.0,163118.0,successful,1989,US,USD,2021-03-14,2021-06-02,cat5,subcat7
3039,5066,Palmer Inc,Universal multi-state capability,63200.0,6041.0,failed,168,US,USD,2021-04-05,2021-07-05,cat2,subcat6
777,5075,"Hull, Baker and Martinez",Digitized reciprocal infrastructure,1800.0,968.0,failed,13,US,USD,2020-03-14,2021-03-13,cat2,subcat2
835,3855,"Becker, Rice and White",Reduced dedicated capability,100.0,2.0,failed,1,CA,CAD,2020-09-24,2021-05-26,cat4,subcat4
797,5923,"Osborne, Perkins and Knox",Cross-platform bi-directional workforce,2100.0,14305.0,successful,157,US,USD,2021-02-09,2021-10-26,cat3,subcat3
509,1867,Mcknight-Freeman,Upgradable scalable methodology,8300.0,6543.0,canceled,82,US,USD,2020-08-13,2021-04-22,cat1,subcat1
2286,4376,"Hayden, Shannon and Stein",Customer-focused client-server service-desk,143900.0,193413.0,successful,4498,AU,AUD,2021-05-24,2021-09-24,cat4,subcat4
2110,2785,Daniel-Luna,Mandatory multimedia leverage,75000.0,2529.0,failed,40,US,USD,2020-10-20,2021-01-17,cat2,subcat18
1038,5884,Weaver-Marquez,Focused analyzing circuit,1300.0,5614.0,successful,80,US,USD,2021-04-10,2022-01-04,cat4,subcat4
2893,2441,"Austin, Baker and Kelley",Fundamental grid-enabled strategy,9000.0,3496.0,canceled,57,US,USD,2021-06-04,2021-10-29,cat6,subcat14
805,1243,Carney-Anderson,Digitized 5thgeneration knowledgebase,1000.0,4257.0,successful,43,US,USD,2020-12-25,2021-08-29,cat2,subcat2
225,3411,Jackson Inc,Mandatory multi-tasking encryption,196900.0,199110.0,successful,2053,US,USD,2020-12-07,2021-08-21,cat5,subcat5
968,2467,Warren Ltd,Distributed system-worthy application,194500.0,41212.0,live,808,AU,AUD,2021-06-07,2021-09-21,cat5,subcat5
1369,1850,Schultz Inc,Synergistic tertiary time-frame,9400.0,6338.0,failed,226,DK,DKK,2021-01-28,2021-08-24,cat5,subcat23
1417,2604,Thompson LLC,Customer-focused impactful benchmark,104400.0,99100.0,failed,1625,US,USD,2020-06-13,2021-06-17,cat4,subcat4
3011,1693,Johnson Inc,Profound next generation infrastructure,8100.0,12300.0,successful,168,US,USD,2020-02-24,2021-03-05,cat4,subcat4
2691,2969,Morgan-Warren,Face-to-face encompassing info-mediaries,87900.0,171549.0,successful,4289,US,USD,2020-12-20,2021-07-30,cat2,subcat8
2159,1544,Sullivan Group,Open-source fresh-thinking policy,1400.0,14324.0,successful,165,US,USD,2021-06-01,2021-07-24,cat2,subcat2
2515,4149,"Vargas, Banks and Palmer",Extended 24/7 implementation,156800.0,6024.0,failed,143,US,USD,2020-10-07,2021-05-14,cat4,subcat4
544,3463,"Johnson, Dixon and Zimmerman",Organic dynamic algorithm,121700.0,188721.0,successful,1815,US,USD,2020-08-22,2021-01-06,cat4,subcat4
3030,2939,"Moore, Dudley and Navarro",Organic multi-tasking focus group,129400.0,57911.0,failed,934,US,USD,2021-03-09,2021-06-28,cat5,subcat23
817,2202,Price-Rodriguez,Adaptive logistical initiative,5700.0,12309.0,successful,397,GB,GBP,2021-02-04,2021-04-26,cat5,subcat13
1400,1728,Huang-Henderson,Stand-alone mobile customer loyalty,41700.0,138497.0,successful,1539,US,USD,2020-08-30,2021-08-04,cat5,subcat11
657,5362,Owens-Le,Focused composite approach,7900.0,667.0,failed,17,US,USD,2021-07-31,2021-12-01,cat4,subcat4
966,4840,Huff LLC,Face-to-face clear-thinking Local Area Network,121500.0,119830.0,failed,2179,US,USD,2021-04-10,2021-10-01,cat1,subcat1
1558,2955,Johnson LLC,Cross-group cohesive circuit,4800.0,6623.0,successful,138,US,USD,2020-12-18,2021-04-27,cat8,subcat15
1379,5354,"Chavez, Garcia and Cantu",Synergistic explicit capability,87300.0,81897.0,failed,931,US,USD,2021-03-28,2021-08-25,cat4,subcat4
286,3847,Lester-Moore,Diverse analyzing definition,46300.0,186885.0,successful,3594,US,USD,2021-01-01,2021-05-30,cat5,subcat23
894,3025,Fox-Quinn,Enterprise-wide reciprocal success,67800.0,176398.0,successful,5880,US,USD,2020-10-14,2021-02-28,cat2,subcat2
709,1615,Garcia Inc,Progressive neutral middleware,3000.0,10999.0,successful,112,US,USD,2020-11-26,2021-02-08,cat8,subcat15
1599,5154,Johnson-Lee,Intuitive exuding process improvement,60900.0,102751.0,successful,943,US,USD,2020-08-07,2021-06-15,cat7,subcat21
905,5005,Pineda Group,Exclusive real-time protocol,137900.0,165352.0,successful,2468,US,USD,2021-05-12,2021-10-18,cat5,subcat11
146,1349,Hoffman-Howard,Extended encompassing application,85600.0,165798.0,successful,2551,US,USD,2020-12-19,2021-03-10,cat7,subcat21
1632,3670,"Miranda, Hall and Mcgrath",Progressive value-added ability,2400.0,10084.0,successful,101,US,USD,2021-01-25,2021-06-15,cat7,subcat12
537,2912,"Williams, Carter and Gonzalez",Cross-platform uniform hardware,7200.0,5523.0,canceled,67,US,USD,2021-02-12,2021-09-13,cat4,subcat4
1289,4336,Davis-Rodriguez,Progressive secondary portal,3400.0,5823.0,successful,92,US,USD,2020-12-05,2021-11-09,cat4,subcat4
2712,5576,"Reid, Rivera and Perry",Multi-lateral national adapter,3800.0,6000.0,successful,62,US,USD,2021-10-15,2021-10-19,cat5,subcat11
1980,2736,Mendoza-Parker,Enterprise-wide motivating matrices,7500.0,8181.0,successful,149,IT,EUR,2020-06-16,2021-06-28,cat7,subcat12
296,3321,"Lee, Ali and Guzman",Polarized upward-trending Local Area Network,8600.0,3589.0,failed,92,US,USD,2020-09-15,2021-02-23,cat5,subcat11
1760,3353,Gallegos-Cobb,Object-based directional function,39500.0,4323.0,failed,57,AU,AUD,2021-01-21,2021-12-01,cat2,subcat2
2435,2336,Ellison PLC,Re-contextualized tangible open architecture,9300.0,14822.0,successful,329,US,USD,2021-03-15,2021-11-14,cat5,subcat11
2343,4369,"Bolton, Sanchez and Carrillo",Distributed systemic adapter,2400.0,10138.0,successful,97,DK,DKK,2020-06-11,2021-02-28,cat4,subcat4
2556,4464,Mason-Sanders,Networked web-enabled instruction set,3200.0,3127.0,failed,41,US,USD,2021-04-12,2021-12-03,cat3,subcat9
2495,5626,Pitts-Reed,Vision-oriented dynamic service-desk,29400.0,123124.0,successful,1784,US,USD,2020-04-19,2021-02-20,cat4,subcat4
2497,1669,Gonzalez-Martinez,Vision-oriented actuating open system,168500.0,171729.0,successful,1684,AU,AUD,2021-01-17,2021-07-23,cat6,subcat10
1955,5544,"Hill, Martin and Garcia",Sharable scalable core,8400.0,10729.0,successful,250,US,USD,2020-08-22,2021-03-01,cat2,subcat2
1129,6078,Garcia PLC,Customer-focused attitude-oriented function,2300.0,10240.0,successful,238,US,USD,2021-04-17,2021-08-28,cat4,subcat4
636,2580,Herring-Bailey,Reverse-engineered system-worthy extranet,700.0,3988.0,successful,53,US,USD,2021-05-02,2021-12-28,cat4,subcat4
434,3592,Russell-Gardner,Re-engineered systematic monitoring,2900.0,14771.0,successful,214,US,USD,2020-09-16,2021-03-22,cat4,subcat4
1231,4914,Walters-Carter,Seamless value-added standardization,4500.0,14649.0,successful,222,US,USD,2020-11-20,2021-11-27,cat3,subcat3
3162,3848,"Johnson, Patterson and Montoya",Triple-buffered fresh-thinking frame,19800.0,184658.0,successful,1884,US,USD,2020-09-20,2021-01-15,cat6,subcat14
1717,2619,Roberts and Sons,Streamlined holistic knowledgebase,6200.0,13103.0,successful,218,AU,AUD,2020-11-03,2021-08-02,cat7,subcat21
211,4605,Avila-Nelson,Up-sized intermediate website,61500.0,168095.0,successful,6465,US,USD,2020-03-25,2021-02-19,cat6,subcat19
2635,6147,Robbins and Sons,Future-proofed directional synergy,100.0,3.0,failed,1,US,USD,2020-09-16,2021-02-27,cat2,subcat2
1854,1383,Singleton Ltd,Enhanced user-facing function,7100.0,3840.0,failed,101,US,USD,2020-08-01,2021-07-30,cat4,subcat4
436,1757,Perez PLC,Operative bandwidth-monitored interface,1000.0,6263.0,successful,59,US,USD,2020-11-25,2021-08-28,cat4,subcat4
2965,4390,"Rogers, Jacobs and Jackson",Upgradable multi-state instruction set,121500.0,108161.0,failed,1335,CA,CAD,2020-09-03,2021-02-24,cat5,subcat7
1034,4165,Barry Group,De-engineered static Local Area Network,4600.0,8505.0,successful,88,US,USD,2021-06-24,2021-08-28,cat6,subcat10
614,4529,"Rosales, Branch and Harmon",Upgradable grid-enabled superstructure,80500.0,96735.0,successful,1697,US,USD,2020-11-03,2021-09-27,cat2,subcat2
1792,6084,Smith-Reid,Optimized actuating toolset,4100.0,959.0,failed,15,GB,GBP,2020-11-03,2021-10-17,cat2,subcat2
121,2916,Williams Inc,Decentralized exuding strategy,5700.0,8322.0,successful,92,US,USD,2020-05-03,2021-05-08,cat4,subcat4
2936,2005,"Duncan, Mcdonald and Miller",Assimilated coherent hardware,5000.0,13424.0,successful,186,US,USD,2020-11-14,2021-10-24,cat4,subcat4
2081,2261,Watkins Ltd,Multi-channeled responsive implementation,1800.0,10755.0,successful,138,US,USD,2021-04-07,2021-06-30,cat8,subcat15
1204,5342,Allen-Jones,Centralized modular initiative,6300.0,9935.0,successful,261,US,USD,2021-07-15,2021-10-12,cat2,subcat2
669,4087,Mason-Smith,Reverse-engineered cohesive migration,84300.0,26303.0,failed,454,US,USD,2021-08-04,2021-09-13,cat2,subcat2
735,2761,"Lloyd, Kennedy and Davis",Compatible multimedia hub,1700.0,5328.0,successful,107,US,USD,2021-02-27,2021-10-02,cat2,subcat8
933,2908,Walker Ltd,Organic eco-centric success,2900.0,10756.0,successful,199,US,USD,2020-10-26,2021-05-06,cat8,subcat15
3055,2155,Gordon PLC,Virtual reciprocal policy,45600.0,165375.0,successful,5512,US,USD,2021-08-29,2021-10-30,cat4,subcat4
270,5642,Lee and Sons,Persevering interactive emulation,4900.0,6031.0,successful,86,US,USD,2020-05-15,2021-03-10,cat4,subcat4
647,6217,Cole LLC,Proactive responsive emulation,111900.0,85902.0,failed,3182,IT,EUR,2021-08-07,2022-01-13,cat2,subcat18
1219,4222,Acosta PLC,Extended eco-centric function,61600.0,143910.0,successful,2768,AU,AUD,2021-05-08,2021-09-24,cat4,subcat4
1257,4798,Brown-Mckee,Networked optimal productivity,1500.0,2708.0,successful,48,US,USD,2021-03-23,2022-01-10,cat5,subcat5
2162,5660,Miles and Sons,Persistent attitude-oriented approach,3500.0,8842.0,successful,87,US,USD,2021-06-11,2021-06-24,cat5,subcat20
2274,5000,"Sawyer, Horton and Williams",Triple-buffered 4thgeneration toolset,173900.0,47260.0,canceled,1890,US,USD,2021-10-07,2021-10-13,cat7,subcat12
2284,2809,Foley-Cox,Progressive zero administration leverage,153700.0,1953.0,live,61,US,USD,2021-07-09,2022-01-13,cat8,subcat15
407,3349,"Horton, Morrison and Clark",Networked radical neural-net,51100.0,155349.0,successful,1894,US,USD,2021-06-18,2021-10-25,cat4,subcat4
2440,3647,Thomas and Sons,Re-engineered heuristic forecast,7800.0,10704.0,successful,282,CA,CAD,2020-11-04,2021-07-15,cat4,subcat4
2476,5745,Morgan-Jenkins,Fully-configurable background algorithm,2400.0,773.0,failed,15,US,USD,2021-09-13,2021-12-03,cat4,subcat4
41,2583,"Ward, Sanchez and Kemp",Stand-alone discrete Graphical User Interface,3900.0,9419.0,successful,116,US,USD,2021-06-02,2021-12-31,cat6,subcat19
890,5441,Fields Ltd,Front-line foreground project,5500.0,5324.0,failed,133,US,USD,2021-05-23,2021-06-21,cat7,subcat12
2743,2090,Ramos-Mitchell,Persevering system-worthy info-mediaries,700.0,7465.0,successful,83,US,USD,2020-12-14,2021-04-24,cat4,subcat4
266,3386,"Higgins, Davis and Salazar",Distributed multi-tasking strategy,2700.0,8799.0,successful,91,US,USD,2021-03-28,2021-08-23,cat3,subcat3
3113,1816,Smith-Jenkins,Vision-oriented methodical application,8000.0,13656.0,successful,546,US,USD,2020-10-02,2021-07-25,cat4,subcat4
1909,4718,Braun PLC,Function-based high-level infrastructure,2500.0,14536.0,successful,393,US,USD,2021-07-06,2021-11-05,cat5,subcat11
962,1677,Drake PLC,Profound object-oriented paradigm,164500.0,150552.0,failed,2062,US,USD,2020-02-25,2021-04-06,cat4,subcat4
213,4218,"Ross, Kelly and Brown",Virtual contextually-based circuit,8400.0,9076.0,successful,133,US,USD,2021-07-20,2021-08-18,cat5,subcat20
2741,4548,Lucas-Mullins,Business-focused dynamic instruction set,8100.0,1517.0,failed,29,DK,DKK,2020-05-27,2021-03-20,cat2,subcat2
2589,1431,Tran LLC,Ameliorated fresh-thinking protocol,9800.0,8153.0,failed,132,US,USD,2021-02-20,2021-04-10,cat3,subcat3
1238,2830,"Dawson, Brady and Gilbert",Front-line optimizing emulation,900.0,6357.0,successful,254,US,USD,2020-08-19,2021-01-25,cat4,subcat4
164,4400,Obrien-Aguirre,Devolved uniform complexity,112100.0,19557.0,canceled,184,US,USD,2021-02-15,2021-11-12,cat4,subcat4
2685,5773,Ferguson PLC,Public-key intangible superstructure,6300.0,13213.0,successful,176,US,USD,2020-10-03,2021-02-19,cat2,subcat6
2836,4161,Garcia Ltd,Secured global success,5600.0,5476.0,failed,137,DK,DKK,2020-12-13,2021-04-14,cat2,subcat17
2062,2062,"Smith, Love and Smith",Grass-roots mission-critical capability,800.0,13474.0,successful,337,CA,CAD,2021-03-11,2021-08-18,cat4,subcat4
3111,3458,"Wilson, Hall and Osborne",Advanced global data-warehouse,168600.0,91722.0,failed,908,US,USD,2020-11-18,2021-08-16,cat5,subcat5
1414,3174,"Bell, Grimes and Kerr",Self-enabling uniform complexity,1800.0,8219.0,successful,107,US,USD,2021-03-05,2022-02-20,cat3,subcat3
2765,5565,Ho-Harris,Versatile cohesive encoding,7300.0,717.0,failed,10,US,USD,2020-12-01,2021-09-28,cat1,subcat1
939,1906,Ross Group,Organized executive solution,6500.0,1065.0,canceled,32,IT,EUR,2021-02-02,2021-03-26,cat4,subcat4
390,5479,Turner-Davis,Automated local emulation,600.0,8038.0,successful,183,US,USD,2021-02-17,2021-06-09,cat4,subcat4
2851,4320,"Smith, Jackson and Herrera",Enterprise-wide intermediate middleware,192900.0,68769.0,failed,1910,CH,CHF,2021-02-07,2021-10-24,cat4,subcat4
1607,4213,Smith-Hess,Grass-roots real-time Local Area Network,6100.0,3352.0,failed,38,AU,AUD,2020-04-28,2021-03-10,cat4,subcat4
3201,3373,"Brown, Herring and Bass",Organized client-driven capacity,7200.0,6785.0,failed,104,AU,AUD,2020-11-26,2021-03-11,cat4,subcat4
641,4184,"Chase, Garcia and Johnson",Adaptive intangible database,3500.0,5037.0,successful,72,US,USD,2021-05-20,2021-06-21,cat2,subcat2
524,5472,Ramsey and Sons,Grass-roots contextually-based algorithm,3800.0,1954.0,failed,49,US,USD,2021-11-23,2022-02-05,cat1,subcat1
2423,5559,Cooke PLC,Focused executive core,100.0,5.0,failed,1,DK,DKK,2020-12-05,2021-09-25,cat6,subcat10
1532,5419,Wong-Walker,Multi-channeled disintermediate policy,900.0,12102.0,successful,295,US,USD,2021-06-08,2021-09-04,cat5,subcat5
1748,4171,"Ferguson, Collins and Mata",Customizable bi-directional hardware,76100.0,24234.0,failed,245,US,USD,2020-06-07,2021-05-24,cat4,subcat4
3168,1302,"Guerrero, Flores and Jenkins",Networked optimal architecture,3400.0,2809.0,failed,32,US,USD,2021-01-12,2021-12-22,cat2,subcat8
1077,3520,Peterson PLC,User-friendly discrete benchmark,2100.0,11469.0,successful,142,US,USD,2021-02-03,2021-04-10,cat5,subcat5
3114,6010,Townsend Ltd,Grass-roots actuating policy,2800.0,8014.0,successful,85,US,USD,2021-01-27,2021-05-15,cat4,subcat4
2547,4617,"Rush, Reed and Hall",Enterprise-wide 3rdgeneration knowledge user,6500.0,514.0,failed,7,US,USD,2021-08-12,2021-11-18,cat4,subcat4
2065,1417,Salazar-Dodson,Face-to-face zero tolerance moderator,32900.0,43473.0,successful,659,DK,DKK,2021-03-20,2021-09-25,cat6,subcat14
1143,4770,Davis Ltd,Grass-roots optimizing projection,118200.0,87560.0,failed,803,US,USD,2021-07-17,2021-11-18,cat4,subcat4
2545,4328,Harris-Perry,User-centric 6thgeneration attitude,4100.0,3087.0,canceled,75,US,USD,2021-03-05,2021-07-26,cat2,subcat8
1315,5171,"Velazquez, Hunt and Ortiz",Switchable zero tolerance website,7800.0,1586.0,failed,16,US,USD,2021-03-28,2021-04-23,cat7,subcat12
2219,4394,Flores PLC,Focused real-time help-desk,6300.0,12812.0,successful,121,US,USD,2020-12-09,2021-05-09,cat4,subcat4
854,1794,Martinez LLC,Robust impactful approach,59100.0,183345.0,successful,3742,US,USD,2020-12-31,2022-02-06,cat4,subcat4
336,3510,Miller-Irwin,Secured maximized policy,2200.0,8697.0,successful,223,US,USD,2021-11-26,2021-12-02,cat2,subcat2
3014,2487,Sanchez-Morgan,Realigned upward-trending strategy,1400.0,4126.0,successful,133,US,USD,2020-06-04,2021-04-11,cat5,subcat5
326,2215,"Lopez, Adams and Johnson",Open-source interactive knowledge user,9500.0,3220.0,failed,31,US,USD,2021-07-10,2021-08-03,cat4,subcat4
2991,4136,Martin-Marshall,Configurable demand-driven matrix,9600.0,6401.0,failed,108,IT,EUR,2020-12-19,2021-10-06,cat1,subcat1
1359,3723,Summers PLC,Cross-group coherent hierarchy,6600.0,1269.0,failed,30,US,USD,2020-07-31,2021-03-22,cat4,subcat4
341,5842,"Young, Hart and Ryan",Decentralized demand-driven open system,5700.0,903.0,failed,17,US,USD,2021-07-29,2021-09-25,cat2,subcat2
2365,3289,Mills Group,Advanced empowering matrix,8400.0,3251.0,canceled,64,US,USD,2020-03-24,2021-02-22,cat3,subcat3
358,1249,Sandoval-Powell,Phased holistic implementation,84400.0,8092.0,failed,80,US,USD,2021-05-09,2021-08-03,cat6,subcat14
583,5409,"Mills, Frazier and Perez",Proactive attitude-oriented knowledge user,170400.0,160422.0,failed,2468,US,USD,2021-05-30,2021-09-09,cat5,subcat13
1373,2951,Hebert Group,Visionary asymmetric Graphical User Interface,117900.0,196377.0,successful,5168,US,USD,2021-03-18,2021-03-22,cat4,subcat4
2665,3432,"Cole, Smith and Wood",Integrated zero-defect help-desk,8900.0,2148.0,failed,26,GB,GBP,2021-05-03,2022-01-25,cat5,subcat5
2500,2297,"Harris, Hall and Harris",Inverse analyzing matrices,7100.0,11648.0,successful,307,US,USD,2021-04-18,2021-08-28,cat4,subcat4
921,6161,Saunders Group,Programmable systemic implementation,6500.0,5897.0,failed,73,US,USD,2020-05-31,2021-01-31,cat4,subcat4
135,4603,"Pham, Avila and Nash",Multi-channeled next generation architecture,7200.0,3326.0,failed,128,US,USD,2020-05-27,2021-04-14,cat5,subcat11
2413,5818,"Patterson, Salinas and Lucas",Digitized 3rdgeneration encoding,2600.0,1002.0,failed,33,US,USD,2020-04-10,2021-04-15,cat4,subcat4
3004,4270,Young PLC,Innovative well-modulated functionalities,98700.0,131826.0,successful,2441,US,USD,2020-09-01,2021-05-03,cat2,subcat2
1911,6007,Willis and Sons,Fundamental incremental database,93800.0,21477.0,live,211,US,USD,2021-04-06,2021-06-16,cat7,subcat12
2726,4084,Thompson-Bates,Expanded encompassing open architecture,33700.0,62330.0,successful,1385,GB,GBP,2021-01-05,2021-04-18,cat5,subcat5
2049,1340,Rose-Silva,Intuitive static portal,3300.0,14643.0,successful,190,US,USD,2021-01-30,2021-06-25,cat1,subcat1
1732,5675,"Pacheco, Johnson and Torres",Optional bandwidth-monitored definition,20700.0,41396.0,successful,470,US,USD,2020-07-30,2021-03-22,cat3,subcat9
1174,2010,"Carlson, Dixon and Jones",Persistent well-modulated synergy,9600.0,11900.0,successful,253,US,USD,2020-10-28,2021-05-02,cat4,subcat4
1194,6201,Mcgee Group,Assimilated discrete algorithm,66200.0,123538.0,successful,1113,US,USD,2020-06-27,2021-05-04,cat2,subcat2
3176,1791,Jordan-Acosta,Operative uniform hub,173800.0,198628.0,successful,2283,US,USD,2020-02-27,2021-02-12,cat2,subcat2
642,3314,Nunez Inc,Customizable intangible capability,70700.0,68602.0,failed,1072,US,USD,2020-11-06,2021-07-21,cat2,subcat2
34,5852,Hayden Ltd,Innovative didactic analyzer,94500.0,116064.0,successful,1095,US,USD,2020-06-17,2021-07-08,cat4,subcat4
217,4618,Gonzalez-Burton,Decentralized intangible encoding,69800.0,125042.0,successful,1690,US,USD,2020-12-20,2021-04-27,cat4,subcat4
1693,2618,"Lewis, Taylor and Rivers",Front-line transitional algorithm,136300.0,108974.0,canceled,1297,CA,CAD,2021-02-07,2022-02-10,cat4,subcat4
2333,4967,"Butler, Henry and Espinoza",Switchable didactic matrices,37100.0,34964.0,failed,393,US,USD,2021-04-03,2021-12-23,cat8,subcat15
80,4594,Guzman Group,Ameliorated disintermediate utilization,114300.0,96777.0,failed,1257,US,USD,2021-02-10,2021-09-22,cat2,subcat8
2847,2080,Gibson-Hernandez,Visionary foreground middleware,47900.0,31864.0,failed,328,US,USD,2021-02-17,2021-06-09,cat4,subcat4
3104,2793,Spencer-Weber,Optional zero-defect task-force,9000.0,4853.0,failed,147,US,USD,2020-12-05,2021-07-13,cat4,subcat4
980,4890,"Berger, Johnson and Marshall",Devolved exuding emulation,197600.0,82959.0,failed,830,US,USD,2020-12-12,2021-06-18,cat7,subcat12
476,3528,"Taylor, Cisneros and Romero",Open-source neutral task-force,157600.0,23159.0,failed,331,GB,GBP,2021-04-06,2021-08-09,cat5,subcat7
116,5810,Little-Marsh,Virtual attitude-oriented migration,8000.0,2758.0,failed,25,US,USD,2021-10-07,2021-12-28,cat2,subcat8
2900,5720,Petersen and Sons,Open-source full-range portal,900.0,12607.0,successful,191,US,USD,2021-05-03,2022-02-13,cat3,subcat3
553,4593,Hensley Ltd,Versatile cohesive open system,199000.0,142823.0,failed,3483,US,USD,2021-07-27,2021-11-21,cat1,subcat1
2834,3186,Navarro and Sons,Multi-layered bottom-line frame,180800.0,95958.0,failed,923,US,USD,2021-05-27,2021-06-01,cat4,subcat4
2314,5136,Shannon Ltd,Pre-emptive neutral capacity,100.0,5.0,failed,1,US,USD,2021-01-19,2021-07-25,cat2,subcat18
2005,2646,Young LLC,Universal maximized methodology,74100.0,94631.0,successful,2013,US,USD,2021-09-12,2021-10-05,cat2,subcat2
2514,3460,"Adams, Willis and Sanchez",Expanded hybrid hardware,2800.0,977.0,failed,33,CA,CAD,2021-04-25,2021-07-05,cat4,subcat4
702,4345,Mills-Roy,Profit-focused multi-tasking access,33600.0,137961.0,successful,1703,US,USD,2020-07-25,2021-04-16,cat4,subcat4
42,2690,Brown Group,Profit-focused transitional capability,6100.0,7548.0,successful,80,DK,DKK,2020-11-22,2021-04-06,cat5,subcat5
948,4025,Burns-Burnett,Front-line scalable definition,3800.0,2241.0,live,86,US,USD,2020-08-28,2021-05-19,cat3,subcat9
2926,4524,"Glass, Nunez and Mcdonald",Open-source systematic protocol,9300.0,3431.0,failed,40,IT,EUR,2021-10-12,2022-01-18,cat4,subcat4
1971,3978,"Perez, Davis and Wilson",Implemented tangible algorithm,2300.0,4253.0,successful,41,US,USD,2020-10-20,2021-08-25,cat7,subcat12
748,3910,Diaz-Garcia,Profit-focused 3rdgeneration circuit,9700.0,1146.0,failed,23,CA,CAD,2021-03-05,2021-03-14,cat8,subcat15
684,5825,Salazar-Moon,Compatible needs-based architecture,4000.0,11948.0,successful,187,US,USD,2020-09-03,2021-07-16,cat5,subcat11
385,3564,Larsen-Chung,Right-sized zero tolerance migration,59700.0,135132.0,successful,2875,GB,GBP,2020-12-28,2021-12-26,cat4,subcat4
3007,2396,Anderson and Sons,Quality-focused reciprocal structure,5500.0,9546.0,successful,88,US,USD,2021-03-07,2021-05-28,cat4,subcat4
2612,2140,Lawrence Group,Automated actuating conglomeration,3700.0,13755.0,successful,191,US,USD,2021-04-23,2022-01-26,cat2,subcat2
807,3079,Gray-Davis,Re-contextualized local initiative,5200.0,8330.0,successful,139,US,USD,2021-03-12,2021-10-07,cat2,subcat2
2087,2017,Ramirez-Myers,Switchable intangible definition,900.0,14547.0,successful,186,US,USD,2020-11-25,2021-10-16,cat2,subcat8
53,5444,"Lucas, Hall and Bonilla",Networked bottom-line initiative,1600.0,11735.0,successful,112,AU,AUD,2021-07-24,2021-09-11,cat4,subcat4
2944,2216,"Williams, Perez and Villegas",Robust directional system engine,1800.0,10658.0,successful,101,US,USD,2021-01-25,2021-07-21,cat4,subcat4
2963,1241,"Brooks, Jones and Ingram",Triple-buffered explicit methodology,9900.0,1870.0,failed,75,US,USD,2021-05-12,2022-01-18,cat4,subcat4
2976,1484,"Whitaker, Wallace and Daniels",Reactive directional capacity,5200.0,14394.0,successful,206,GB,GBP,2021-07-05,2021-10-15,cat5,subcat5
3051,3475,Smith-Gonzalez,Polarized needs-based approach,5400.0,14743.0,successful,154,US,USD,2021-03-30,2021-06-02,cat5,subcat20
2777,4333,Skinner PLC,Intuitive well-modulated middleware,112300.0,178965.0,successful,5966,US,USD,2021-07-01,2021-08-19,cat4,subcat4
3064,5657,"Nolan, Smith and Sanchez",Multi-channeled logistical matrices,189200.0,128410.0,failed,2176,US,USD,2021-10-19,2021-10-24,cat4,subcat4
56,2527,Green-Carr,Pre-emptive bifurcated artificial intelligence,900.0,14324.0,successful,169,US,USD,2021-05-15,2021-12-02,cat5,subcat5
763,5967,Brown-Parker,Down-sized coherent toolset,22500.0,164291.0,successful,2106,US,USD,2021-01-23,2021-06-25,cat4,subcat4
896,5698,Marshall Inc,Open-source multi-tasking data-warehouse,167400.0,22073.0,failed,441,US,USD,2021-03-10,2021-04-06,cat5,subcat5
1409,3331,Leblanc-Pineda,Future-proofed upward-trending contingency,2700.0,1479.0,failed,25,US,USD,2021-08-13,2021-11-21,cat2,subcat8
2889,3841,Perry PLC,Mandatory uniform matrix,3400.0,12275.0,successful,131,US,USD,2020-06-23,2021-05-10,cat2,subcat2
2338,6105,"Klein, Stark and Livingston",Phased methodical initiative,49700.0,5098.0,failed,127,US,USD,2021-01-17,2021-12-09,cat4,subcat4
2905,3895,Fleming-Oliver,Managed stable function,178200.0,24882.0,failed,355,US,USD,2021-02-10,2021-07-26,cat5,subcat5
1779,1891,"Reilly, Aguirre and Johnson",Realigned clear-thinking migration,7200.0,2912.0,failed,44,GB,GBP,2020-07-18,2021-01-31,cat4,subcat4
2291,1281,"Davidson, Wilcox and Lewis",Optional clear-thinking process improvement,2500.0,4008.0,successful,84,US,USD,2020-12-26,2021-04-04,cat4,subcat4
3192,4186,"Michael, Anderson and Vincent",Cross-group global moratorium,5300.0,9749.0,successful,155,US,USD,2020-12-08,2021-09-05,cat4,subcat4
